order	season	episode	character_killed	killer	method	method_cat	reason	location	allegiance	importance
4455	8	3	Wight	Tormund	Axe	Axe	Killed during the Battle of Winterfell	Winterfell	None	1
4456	8	3	Wight	Grey Worm	Sword	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4459	8	3	Wight	Jaime Lannister	Sword	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4464	8	3	Wight	Jaime Lannister	Sword	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4465	8	3	Wight	Jaime Lannister	Sword	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4467	8	3	Wight	Brienne of Tarth	Sword (Oathkeeper)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4468	8	3	Wight	Brienne of Tarth	Sword (Oathkeeper)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4469	8	3	Wight	Brienne of Tarth	Sword (Oathkeeper)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4470	8	3	Wight	Brienne of Tarth	Sword (Oathkeeper)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4471	8	3	Wight	Brienne of Tarth	Sword (Oathkeeper)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4472	8	3	Wight	Brienne of Tarth	Sword (Oathkeeper)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4473	8	3	Wight	Brienne of Tarth	Sword (Oathkeeper)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4474	8	3	Wight	Brienne of Tarth	Sword (Oathkeeper)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4475	8	3	Wight	Brienne of Tarth	Sword (Oathkeeper)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4476	8	3	Wight	Jaime Lannister	Sword	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4477	8	3	Wight	Jaime Lannister	Sword	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4478	8	3	Wight	Brienne of Tarth	Sword (Oathkeeper)	Blade	Killed during the Battle of Winterfell	Winterfell	None	NA
4479	8	3	Wight	Jaime Lannister	Sword	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4480	8	3	Wight	Jorah Mormont	Sword (Heartsbane)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4481	8	3	Wight	Sam Tarly	Sword	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4482	8	3	Wight	Jorah Mormont	Sword (Heartsbane)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4483	8	3	Wight	Jorah Mormont	Sword (Heartsbane)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4498	8	3	Wight	Beric Dondarrion	Flaming sword	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4499	8	3	Wight	Beric Dondarrion	Flaming sword	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4500	8	3	Wight	Beric Dondarrion	Flaming sword	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4507	8	3	Wight	Arya Stark	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4508	8	3	Wight	Arya Stark	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4509	8	3	Wight	Arya Stark	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4510	8	3	Wight	Arya Stark	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4511	8	3	Wight	Arya Stark	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4512	8	3	Wight	Arya Stark	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4513	8	3	Wight	Arya Stark	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4514	8	3	Wight	Arya Stark	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4515	8	3	Wight	Arya Stark	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4516	8	3	Wight	Arya Stark	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4517	8	3	Wight	Arya Stark	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4518	8	3	Wight	Arya Stark	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4519	8	3	Wight	Arya Stark	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4520	8	3	Wight	Arya Stark	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4521	8	3	Wight	Arya Stark	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4522	8	3	Wight	Arya Stark	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4523	8	3	Wight	Arya Stark	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4524	8	3	Wight	Arya Stark	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4525	8	3	Wight	Arya Stark	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4526	8	3	Wight	Arya Stark	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4536	8	3	Giant wight	Lyanna Mormont	Knife	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4538	8	3	Wight	Arya Stark	Knife	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4539	8	3	Wight	Beric Dondarrion	Flaming sword	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4540	8	3	Wight	Sandor “the Hound” Clegane	Axe	Axe	Killed during the Battle of Winterfell	Winterfell	None	1
4541	8	3	Wight	Sandor “the Hound” Clegane	Axe	Axe	Killed during the Battle of Winterfell	Winterfell	None	1
4542	8	3	Wight	Sandor “the Hound” Clegane	Axe	Axe	Killed during the Battle of Winterfell	Winterfell	None	1
4546	8	3	Wight	Theon Greyjoy	Flaming arrow	Arrow	Killed during the Battle of Winterfell	Winterfell	None	1
4547	8	3	Wight	Theon Greyjoy	Flaming arrow	Arrow	Killed during the Battle of Winterfell	Winterfell	None	1
4548	8	3	Wight	Jon Snow	Sword (Longclaw)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4551	8	3	Wight	Theon Greyjoy	Flaming arrow	Arrow	Killed during the Battle of Winterfell	Winterfell	None	1
4554	8	3	Wight	Theon Greyjoy	Flaming arrow	Arrow	Killed during the Battle of Winterfell	Winterfell	None	1
4560	8	3	Wight	Theon Greyjoy	Flaming arrow	Arrow	Killed during the Battle of Winterfell	Winterfell	None	1
4565	8	3	Wight	Jon Snow	Sword (Longclaw)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4566	8	3	Wight	Jon Snow	Sword (Longclaw)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4567	8	3	Wight	Jon Snow	Sword (Longclaw)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4568	8	3	Wight	Jon Snow	Sword (Longclaw)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4569	8	3	Wight	Jon Snow	Sword (Longclaw)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4570	8	3	Wight	Jon Snow	Sword (Longclaw)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4571	8	3	Wight	Drogon	Dragonfire	Animal	Killed during the Battle of Winterfell	Winterfell	None	1
4572	8	3	Wight	Drogon	Dragonfire	Animal	Killed during the Battle of Winterfell	Winterfell	None	1
4573	8	3	Wight	Drogon	Dragonfire	Animal	Killed during the Battle of Winterfell	Winterfell	None	1
4574	8	3	Wight	Drogon	Dragonfire	Animal	Killed during the Battle of Winterfell	Winterfell	None	1
4575	8	3	Wight	Drogon	Dragonfire	Animal	Killed during the Battle of Winterfell	Winterfell	None	1
4576	8	3	Wight	Drogon	Dragonfire	Animal	Killed during the Battle of Winterfell	Winterfell	None	1
4577	8	3	Wight	Drogon	Dragonfire	Animal	Killed during the Battle of Winterfell	Winterfell	None	1
4578	8	3	Wight	Drogon	Dragonfire	Animal	Killed during the Battle of Winterfell	Winterfell	None	1
4579	8	3	Wight	Drogon	Dragonfire	Animal	Killed during the Battle of Winterfell	Winterfell	None	1
4580	8	3	Wight	Drogon	Dragonfire	Animal	Killed during the Battle of Winterfell	Winterfell	None	1
4581	8	3	Wight	Drogon	Dragonfire	Animal	Killed during the Battle of Winterfell	Winterfell	None	1
4582	8	3	Wight	Drogon	Dragonfire	Animal	Killed during the Battle of Winterfell	Winterfell	None	1
4583	8	3	Wight	Jorah Mormont	Sword (Heartsbane)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4584	8	3	Wight	Jon Snow	Sword (Longclaw)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4585	8	3	Wight	Jon Snow	Sword (Longclaw)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4586	8	3	Wight	Jon Snow	Sword (Longclaw)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4587	8	3	Wight	Gendry	Axe	Axe	Killed during the Battle of Winterfell	Winterfell	None	1
4588	8	3	Wight	Tormund	Axe	Axe	Killed during the Battle of Winterfell	Winterfell	None	1
4589	8	3	Wight	Gendry	Axe	Axe	Killed during the Battle of Winterfell	Winterfell	None	1
4590	8	3	Wight	Tormund	Axe	Axe	Killed during the Battle of Winterfell	Winterfell	None	1
4592	8	3	Wight	Sam Tarly	Knife	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4593	8	3	Wight	Jon Snow	Sword (Longclaw)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4594	8	3	Wight	Jon Snow	Sword (Longclaw)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4595	8	3	Wight	Grey Worm	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4596	8	3	Wight	Grey Worm	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4597	8	3	Wight	Brienne of Tarth	Sword (Oathkeeper)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4598	8	3	Wight	Brienne of Tarth	Sword (Oathkeeper)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4599	8	3	Wight	Brienne of Tarth	Sword (Oathkeeper)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4600	8	3	Wight	Jon Snow	Sword (Longclaw)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4601	8	3	Wight	Jon Snow	Sword (Longclaw)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4602	8	3	Wight	Jon Snow	Sword (Longclaw)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4603	8	3	Wight	Jon Snow	Sword (Longclaw)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4604	8	3	Wight	Theon Greyjoy	Flaming arrow	Arrow	Killed during the Battle of Winterfell	Winterfell	None	1
4612	8	3	Wight	Theon Greyjoy	Flaming arrow	Arrow	Killed during the Battle of Winterfell	Winterfell	None	1
4617	8	3	Wight	Theon Greyjoy	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4618	8	3	Wight	Theon Greyjoy	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4619	8	3	Wight	Theon Greyjoy	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4620	8	3	Wight	Theon Greyjoy	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4621	8	3	Wight	Jorah Mormont	Sword (Heartsbane)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4622	8	3	Wight	Jorah Mormont	Sword (Heartsbane)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4623	8	3	Wight	Jorah Mormont	Sword (Heartsbane)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4624	8	3	Wight	Jorah Mormont	Sword (Heartsbane)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4625	8	3	Wight	Jorah Mormont	Sword (Heartsbane)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4629	8	3	Stark soldier	Viserion (Wight)	Dragonfire	Animal	Killed during the Battle of Winterfell	Winterfell	House Stark	1
4630	8	3	Stark soldier	Viserion (Wight)	Dragonfire	Animal	Killed during the Battle of Winterfell	Winterfell	House Stark	1
4631	8	3	Stark soldier	Viserion (Wight)	Dragonfire	Animal	Killed during the Battle of Winterfell	Winterfell	House Stark	1
4632	8	3	Stark soldier	Viserion (Wight)	Dragonfire	Animal	Killed during the Battle of Winterfell	Winterfell	House Stark	1
4633	8	3	Stark soldier	Viserion (Wight)	Dragonfire	Animal	Killed during the Battle of Winterfell	Winterfell	House Stark	1
4634	8	3	Wight	Brienne of Tarth	Sword (Oathkeeper)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4635	8	3	Wight	Podrick Payne	Sword	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4636	8	3	Wight	Gendry	Axe	Axe	Killed during the Battle of Winterfell	Winterfell	None	1
4637	8	3	Wight	Tormund	Axe	Axe	Killed during the Battle of Winterfell	Winterfell	None	1
4638	8	3	Wight	Gendry	Axe	Axe	Killed during the Battle of Winterfell	Winterfell	None	1
4639	8	3	Wight	Tormund	Axe	Axe	Killed during the Battle of Winterfell	Winterfell	None	1
4640	8	3	Wight	Grey Worm	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4641	8	3	Wight	Jorah Mormont	Sword (Heartsbane)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4642	8	3	Wight	Daenerys Targaryen	Sword	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4643	8	3	Wight	Jorah Mormont	Sword (Heartsbane)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4644	8	3	Wight	Jorah Mormont	Sword (Heartsbane)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4645	8	3	Wight	Daenerys Targaryen	Sword	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4646	8	3	Wight	Daenerys Targaryen	Sword	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4647	8	3	Wight	Jorah Mormont	Sword (Heartsbane)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4652	8	3	Wight	Jon Snow	Sword (Longclaw)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4653	8	3	Wight	Theon Greyjoy	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4654	8	3	Wight	Theon Greyjoy	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4655	8	3	Wight	Jorah Mormont	Sword (Heartsbane)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4656	8	3	Wight	Jorah Mormont	Sword (Heartsbane)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4657	8	3	Wight	Tormund	Axe	Axe	Killed during the Battle of Winterfell	Winterfell	None	1
4658	8	3	Wight	Theon Greyjoy	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4659	8	3	Wight	Theon Greyjoy	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4660	8	3	Wight	Theon Greyjoy	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4661	8	3	Wight	Theon Greyjoy	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4662	8	3	Wight	Theon Greyjoy	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4663	8	3	Wight	Theon Greyjoy	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4664	8	3	Wight	Theon Greyjoy	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4665	8	3	Wight	Theon Greyjoy	Spear	Polearm	Killed during the Battle of Winterfell	Winterfell	None	1
4666	8	3	Theon Greyjoy	Night King	Spear	Polearm	Killed during the Battle of Winterfell trying to defend Bran Stark from the Night King, though Theon knew it would be a suicide mission. Died a “good man.”	Winterfell	House Greyjoy (Yara-aligned), House Stark	4
4667	8	3	Wight	Daenerys Targaryen	Sword	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4668	8	3	Wight	Jorah Mormont	Sword (Heartsbane)	Blade	Killed during the Battle of Winterfell	Winterfell	None	1
4669	8	3	Night King	Arya Stark	Valyrian steel dagger	Blade	Killed during the Battle of Winterfell when he is about to kill Bran Stark. Arya attacks him from behind and stabs him in the same spot where he was stabbed by the Children of the Forest when first made into the Night King.	Winterfell	None	4
4670	8	3	White Walker	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4671	8	3	White Walker	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4672	8	3	White Walker	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4673	8	3	White Walker	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4674	8	3	White Walker	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4675	8	3	White Walker	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4676	8	3	White Walker	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4677	8	3	White Walker	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4678	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4679	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4680	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4681	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4682	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4683	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4684	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4685	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4686	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4687	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4688	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4689	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4690	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4691	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4692	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4693	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4694	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4695	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4696	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4697	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4698	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4699	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4700	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4701	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4702	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
4703	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
