recipe_title	ingredients	cuisine	course	diet	prep_time	cook_time	rating	vote_count
Mango & Fruit Filled Creme Crepe Recipe	Mango, Fresh fruits, Walnuts, Double Cream, Icing Sugar, Crepes	French	World Breakfast	Vegetarian	20 M	15 M	4.9270833333333	384
Italian Ricotta Crostini with Olives and Cherry Tomatoes Recipe	Ciabatta bread, Cherry tomatoes, Ricotta Cheese, Basil leaves, Extra Virgin Olive Oil, Salt, Fresh Thyme leaves, Rosemary	Italian	Appetizer	Vegetarian	5 M	15 M	4.9156378600823	486
French Brioche Recipe (Savoury Version)	All Purpose Flour, Salt, Sugar, Whole Eggs, Milk, Milk, Sunflower Oil	French	Snack	Eggetarian	180 M	70 M	4.9234234234234	666
Eggless Coffee Souffle Recipe With Chocolate Sauce	Dark chocolate, Milk, Caster Sugar, All Purpose Flour, Condensed Milk, Heavy whipping cream, Instant Coffee Powder, Icing Sugar	French	Dessert	Vegetarian	10 M	15 M	4.906885479843	2803
Berry Focaccia with Mascarpone Cheese Recipe(Italian bread topped with mixed berries and served with Sweetened Mascarpone Cheese)	Whole Wheat Flour, All Purpose Flour, Extra Virgin Olive Oil, Salt, Honey, Sage, Water, Mixed berries, Granulated sugar, Extra Virgin Olive Oil, Mascarpone Cheese, Honey, Orange Zest 	Italian	Side Dish	Vegetarian	15 M	150 M	4.9925925925926	135
Creamy Mushroom Risotto Recipe	Arborio rice, Onions, Garlic, Green Bell Pepper, Button mushrooms, Fresh cream, Cheese, Salt, Black pepper powder, Dried oregano	Italian	Dinner	High Protein Vegetarian	15 M	35 M	4.8930348258706	804
Beetroot Dip Rosemary Crostini Recipe With Fine Cheddar And Avocados	Baguette, Avocados, Cheddar cheese, Beetroot dip, Parsley leaves, Cayenne Pepper	Italian	Appetizer	Vegetarian	20 M	20 M	4.9809523809524	105
Eggless Herbed Focaccia Bread Recipe	All Purpose Flour, Milk, Sugar, Salt, Extra Virgin Olive Oil, Sunflower Oil, Tulsi, Methi Leaves, Kasuri Methi, Dried oregano, Extra Virgin Olive Oil	Italian	Side Dish	Vegetarian	150 M	30 M	4.86004784689	836
Bread Tartlets Recipe filled with Roasted Mushrooms and Cheese	Button mushrooms, Cheddar cheese, Salt and Pepper, Baby corn, Whole Eggs, Extra Virgin Olive Oil	Italian	Appetizer	Eggetarian	15 M	15 M	4.8731501057082	473
Creamy Polenta With Mushrooms Recipe	Corn meal, Milk, Water, Whole Black Peppercorns, Bay leaf, Salt, Button mushrooms, Onion, Garlic, Parsley leaves, Whole Black Peppercorns, All Purpose Flour, Extra Virgin Olive Oil, Salt, Parmesan cheese	Italian	Side Dish	Vegetarian	10 M	60 M	4.956780923994	671
Minestrone Soup Recipe	Tomatoes, Baked beans, Pasta, Carrot, Green zucchini, Broccoli, Celery, Onion, Basil leaves, Bay leaf, Cinnamon Powder, Salt and Pepper, Parmesan cheese	Italian	Appetizer	Vegetarian	20 M	25 M	4.8577235772358	2460
Grilled Vegetable and Oat Salad Recipe with Feta Cheese	Iceberg lettuce, Button mushrooms, Carrots, Rolled Oats Or Instant Oats, Lemon juice, Sunflower Oil, Feta Cheese, Parsley leaves, Salt, Black pepper powder	Italian	Side Dish	Vegetarian	10 M	30 M	4.8934624697337	413
French style Grilled Vegetables with Cheese Recipe	Onion, Red Bell pepper, Green Bell Pepper, Yellow Bell Pepper, Tomato, Green zucchini, Brinjal, Broccoli, Salt and Pepper, Extra Virgin Olive Oil, Garlic, Red Chilli flakes, Mixed Herbs, Cheese	French	Appetizer	Vegetarian	10 M	45 M	4.9662447257384	237
Creamy Spinach & Cheese Bread Toast Recipe	Spinach Leaves, Onion, Garlic, Corn flour, Milk, Salt, Whole Black Peppercorns, Red Chilli flakes, Fresh cream, Cheese	Italian	World Breakfast	Vegetarian	20 M	10 M	4.9254915488099	2899
Mac and Cheese On Crostini Recipe	Baguette, Macaroni pasta, Mozzarella cheese, Salt, Extra Virgin Olive Oil	Italian	Appetizer	Vegetarian	10 M	30 M	4.8619047619048	210
Mozzarella & Parmesan Stuffed Meat Balls Recipe	Mutton, Parmesan cheese, Mozzarella cheese, Onion, Black pepper powder, Green Chillies, Coriander  Leaves, Parsley leaves, Extra Virgin Olive Oil, Salt, Extra Virgin Olive Oil, Mixed Herbs, Basil leaves, Dried oregano, Black pepper powder, Rosemary, Salt	Italian	Dinner	Non Vegeterian	10 M	40 M	4.9908256880734	436
Roasted Tomato And Basil Bruschetta Recipe	Baguette, Cherry tomatoes, Garlic, Extra Virgin Olive Oil, Fresh Thyme leaves, Ricotta Cheese, Whole Black Peppercorns, Sea salt, Chilli oil, Basil leaves	Italian	Dinner	Vegetarian	10 M	20 M	4.9369085173502	317
Eggless Nutella Crepes With Strawberries Recipe	All Purpose Flour, Milk, Water, Sugar, Vanilla Extract, Nutella Spread, Strawberries	French	World Breakfast	Vegetarian	5 M	30 M	4.8195050946143	2061
Roasted Tomato And Mozzarella Caprese Salad With Basil Balsamic Vinegar Recipe	Tomatoes, Mozzarella cheese, Basil leaves, Rosemary, Garlic, Lemon juice, Black pepper powder, Paprika powder, Balsamic Vinegar, Extra Virgin Olive Oil, Sea salt	Italian	Side Dish	Vegetarian	5 M	10 M	4.9754901960784	204
Spinach And Tortellini Soup Recipe	All Purpose Flour, Dried oregano, Dried Thyme Leaves, Parsley leaves, Extra Virgin Olive Oil, Red Chilli flakes, Salt, Sunflower Oil, All Purpose Flour, Cheese, Garlic, Baby spinach, Parsley leaves, Onion, Black pepper powder, Salt, Italian seasoning, Extra Virgin Olive Oil	Italian	Side Dish	Vegetarian	20 M	30 M	4.9613526570048	207
Spinach And Tomato Quiche Recipe	Whole Eggs, Milk, Spinach Leaves, Onion, Garlic, Rosemary, Salt	French	World Breakfast	Eggetarian	10 M	35 M	4.8403141361257	382
Greek Style Bourekia Recipe (Potato and Leek Puffs Recipe)	Whole Wheat Flour, Salt, Potatoes, Leek, Milk, Sunflower Oil, Turmeric powder, Red Chilli flakes, Fennel seeds, Salt	Greek	Snack	Vegetarian	15 M	45 M	4.8892508143322	307
Blueberry Parfait Recipe	Marie Biscuit, Sugar, Blueberries, Blueberry Jam, Heavy whipping cream, Vanilla Extract	French	Dessert	Vegetarian	15 M	300 M	4.8302752293578	218
Garlic Crust Vegetable Pizza Recipe	All Purpose Flour, Lukewarm Water, Sugar, Garlic, Extra Virgin Olive Oil, Salt, Dried oregano, Red Chilli flakes, Mozzarella cheese, Onions, Red Yellow and Green Bell Peppers, Baby corn, Black olives, Button mushrooms, Dried oregano, Red Chilli flakes	Italian	Dinner	Vegetarian	10 M	420 M	4.8873128447597	1269
Healthy Kale Pesto Pasta Recipe	Kale, Basil leaves, Avocado, Walnuts, Lemon juice, Black pepper powder, Extra Virgin Olive Oil, Pasta  Fusilli, Green Chilli Paste, Garlic, Parmesan cheese, Mozzarella cheese, Salt	Italian	Lunch	Vegetarian	30 M	4 M	4.9233576642336	548
Homemade Summer Pasta Salad Recipe With Herbs	Fettuccine Pasta, Black olives, Red Bell pepper, Yellow Bell Pepper, Red onion, Cherry tomatoes, Cucumber, Green Romaine lettuce, Basil leaves, Extra Virgin Olive Oil, Italian seasoning, Whole Black Peppercorns, Red Chilli flakes, Salt	Italian	Dinner	Vegetarian	10 M	30 M	4.7688679245283	212
Homemade Tagliatelle Pasta with Capers and Bell peppers Recipe	All Purpose Flour, Whole Wheat Flour, Whole Egg, Salt, Extra Virgin Olive Oil, Garlic, Red Bell pepper, Capers, Red Chilli flakes, Dried oregano, Fresh Thyme leaves, Salt and Pepper	Italian	Lunch	Vegetarian	45 M	15 M	4.9941348973607	341
Italian Arancini Rice Balls Recipe With Delicious Pasta Dipping Sauce	Risotto, Parmesan cheese, Gorgonzola cheese, Basil leaves, Whole Eggs, Whole Wheat Bread crumbs, Arborio rice, Butter, Onion, Dry white wine, Parmesan cheese, Salt, Black pepper powder	Italian	Dinner	Vegetarian	10 M	90 M	4.9292502639916	947
Italian Baked Pasta Recipe With Cheese & Bread Crumbs	Button mushrooms, Onion, Garlic, Tomatoes, Cherry tomatoes, Basil leaves, Parsley leaves, Green olives, Black olives, Mozzarella cheese, Parmesan cheese, Whole Wheat Bread crumbs, Whole Black Peppercorns, Extra Virgin Olive Oil, Salt	Italian	Dinner	Vegetarian	10 M	50 M	4.9057632398754	1284
Penne Pasta In White Sauce Recipe	Penne pasta, Sunflower Oil, Salt, Whole Wheat Flour, Milk, Cheddar cheese, Black pepper powder, Italian seasoning, Red Chilli flakes, Salt, Sweet corn, Broccoli, Red Bell pepper, Yellow Bell Pepper, Red Chilli flakes, Salt	Italian	Dinner	Vegetarian	10 M	20 M	4.8431504543925	2971
Spirulina and Mint Basil Pesto Pasta Recipe	Basil leaves, Mint Leaves, Spirulina, Badam, Garlic, Tofu, Black pepper powder, Salt, Extra Virgin Olive Oil, Pasta, Garlic, Green zucchini, Yellow Bell Pepper, Tomato, Red Chilli flakes, Dried oregano, Salt	Italian	Lunch	Vegetarian	20 M	10 M	4.9227528089888	712
Summer Squash Pasta Recipe	Salt, Black pepper powder, Penne pasta, Yellow squash, Green peas, Lemon juice, Parmesan cheese, Parsley leaves	Italian	Dinner	Vegetarian	10 M	30 M	4.9791666666667	288
Spinach Sun Dried Tomato Pasta Recipe	Conchiglie Pasta, Spinach Leaves, Green zucchini, Tomatoes, Garlic, Salt, Red Chilli flakes, Mixed Herbs, Fresh cream, Parsley leaves	Italian	Dinner	High Protein Vegetarian	10 M	25 M	4.9004975124378	402
Spinach And Capsicum Pasta Recipe	Spirali pasta, Spinach, Green Bell Pepper, Onion, Salt, Black pepper powder, Green Chillies, Dried oregano, Lemon juice, Extra Virgin Olive Oil	Italian	Dinner	Vegetarian	10 M	30 M	4.825370675453	607
Spring Vegetables Tagliatelle Pasta in Mustard Lemon Basil Sauce	Tagliatelle pasta, Green zucchini, Carrots, Lemon juice, Lemon zest, Extra Virgin Olive Oil, Dijon Mustard, Whole Black Peppercorns, Basil leaves, Parmesan cheese, Fresh cream	Italian	Main Course	Vegetarian	20 M	40 M	4.7799511002445	409
Sun Dried Tomato Penne Pasta Salad With Goat Cheese	Pine nuts, Basil leaves, Garlic, Sea salt, Whole Black Peppercorns, Extra Virgin Olive Oil, Penne pasta, Balsamic Vinegar, Extra Virgin Olive Oil, Whole Black Peppercorns, Salt, Cherry tomatoes, Baby spinach, Black olives, Goat Cheese, Capers, Basil leaves	Italian	Dinner	Vegetarian	10 M	20 M	4.9360852197071	751
Fusilli Pasta Recipe In A Spicy Roasted Beetroot Sauce	Pasta  Fusilli, Garlic, Beetroot, Onion, Tomatoes, Basil leaves, Fresh cream, Red Chilli powder, Salt, Black pepper powder	Italian	Dinner	Vegetarian	10 M	45 M	4.8163265306122	1029
Roasted Vegetable Pasta Primavera Recipe	Extra Virgin Olive Oil, Garlic, Lemon zest, Penne pasta, Yellow squash, Green zucchini, Green peas, Broccoli, Cherry tomatoes, Parsley leaves, Parmesan cheese, Salt and Pepper	Italian	Dinner	Vegetarian	10 M	30 M	4.9494382022472	712
Penne Pasta Recipe In Alfredo Sauce With Roasted Mushrooms	Penne pasta, Garlic, Button mushrooms, Britannia Cream Cheese, Milk, Fresh cream, Parmesan cheese, Dry mix herbs, Salt and Pepper	Italian	Main Course	Vegetarian	15 M	40 M	4.8786982248521	2028
वेजिटेबल पास्ता सूप रेसिपी - Vegetable Pasta Soup Recipe	गाजर, शिमला मिर्च (हरी), प्याज, लहसुन, टमाटर, पास्ता, काबुली चना या छोला, टमाटर केचप, बेसिल पाउडर, दालचीनी, पैपरिका पाउडर, पूरी काली मिर्च, हल्दी पाउडर, नमक, पानी, ओलिव का तेल	Italian	Dinner	Vegetarian	10 M	30 M	4.9039301310044	229
Greek Style Broken Wheat Salad with Chickpeas Fresh Mint & Feta Recipe	Broken Wheat, Kabuli Chana, Garlic, Onions, Carrot, Red Bell pepper, Broccoli, Cinnamon Powder, Lemon juice, Caster Sugar, Feta Cheese, Mint Leaves, Extra Virgin Olive Oil, Salt and Pepper	Greek	World Breakfast	Diabetic Friendly	20 M	45 M	4.8383947939262	922
Breakfast Enchiladas With Mushroom Sauce Recipe	Tortillas, Extra Virgin Olive Oil, Whole Eggs, Mixed vegetables, Red Yellow or Green Bell Pepper, Onion, Garlic, Cumin powder, Dried oregano, Red Chilli flakes, Salt, Cheddar cheese, Fresh oregano, Onion, Garlic, All Purpose Flour, Button mushrooms, Black pepper powder, Salt	Mexican	World Breakfast	Vegetarian	10 M	45 M	4.9337748344371	151
Kale & Leeks Frittata Recipe	Whole Eggs, Parmesan cheese, Provolone Cheese, Fresh Thyme leaves, Dried oregano, Leek, Extra Virgin Olive Oil, Garlic, Onion, Ricotta Cheese, Kale, Salt and Pepper	Italian	World Breakfast	Vegetarian	15 M	20 M	4.8968421052632	475
Spinach & Corn Quesadilla Recipe	Whole Wheat Flour, Salt, Extra Virgin Olive Oil, Water, Spinach Leaves, Sweet corn, Extra Virgin Olive Oil	Mexican	Dinner	Vegetarian	20 M	30 M	4.8763604701785	2297
High Protein Spinach Basil & Cheese Omelette Recipe	Whole Egg, Milk, Green Chilli, Garlic, Basil leaves, Sunflower Oil, Salt and Pepper, Spinach, Sweet corn, Tomato, Garlic, Cheese	French	World Breakfast	Vegetarian	10 M	30 M	4.7650822669104	1094
Greek Style Gigantes Plaki Recipe-Oven Baked Broad Beans with Vegetables	White broad beans, Yellow Zucchini, Carrot, Onion, Celery, Garlic, Sugar, Dried oregano, Cinnamon Powder, Bay leaf, Parsley leaves, Parsley leaves	Greek	Dinner	Vegetarian	260 M	45 M	4.9230769230769	559
Persian Chicken Kidney Bean Stew Recipe	Chicken, Rajma, Onion, Garlic, Coriander  Leaves, Parsley leaves, Kasuri Methi, Dried oregano, Turmeric powder, Red Chilli powder, Salt, Sunflower Oil	Greek	Lunch	Non Vegeterian	5 M	20 M	4.9677419354839	558
Mexican Taco Recipe With Spicy Tofu Crumble	Soft Taco Shells, Achari Mayo, Cheddar cheese, Tofu, Sweet corn, Extra Virgin Olive Oil, Cucumber, Tomato, Onion, Salt and Pepper	Mexican	Lunch	Gluten Free	10 M	15 M	4.9699248120301	399
Tandoori Chicken Crostini Recipe	Ciabatta bread, Chicken, Kashmiri Red Chilli Powder, Lemon juice, Salt, Mustard oil, Chaat Masala Powder, Classic Mayonnaise, Lemon juice, Mixed vegetables, Green Chillies, Coriander  Leaves	Italian	Appetizer	Non Vegeterian	60 M	40 M	4.9021084337349	664
Slow Cooker Mexican Chicken Stew Recipe	Chicken thighs, Carrots, Sweet corn, Black beans, Onion, Green Bell Pepper, Tomato, Chicken stock, Red Chilli powder, Cumin powder, Lemon juice, Salt and Pepper, Coriander  Leaves	Mexican	Main Course	Non Vegeterian	0 M	360 M	4.9306930693069	303
Fresh Mango Salsa Recipe	Mango, Extra Virgin Olive Oil, Green Chilli, Onion, Cumin powder, Salt, Lemon juice, Coriander  Leaves	Mexican	Snack	Vegetarian	10 M	20 M	4.9148446490219	869
Lemon And Ginger Spicy Black Eyed Beans Recipe	Black Eyed Beans, Onion, Garlic, Red Yellow or Green Bell Pepper, Tomatoes, Ginger, Extra Virgin Olive Oil, Cumin powder, Red Chilli powder, Salt, Coriander  Leaves, Lemon juice	Mexican	Side Dish	High Protein Vegetarian	5 M	40 M	4.9669260700389	514
Roasted Garlic Pineapple Paneer Pizza Recipe	Whole Wheat Flour, All Purpose Flour, Salt, Sugar, Extra Virgin Olive Oil, Water, Pineapple, Red Bell pepper, Onion, Mixed Herbs, Britannia Cheese Spread - Roasted Garlic, Britannia Cheezza, Broccoli, Black olives, Pickled Jalapenos	Italian	Dinner	Vegetarian	120 M	20 M	4.9612240130811	4281
Farfalle Pasta Recipe In a Creamy Mushroom Sauce	Button mushrooms, Garlic, Dried oregano, Salt, Cheese spread, Milk, Basil leaves	Italian	Dinner	Vegetarian	20 M	20 M	4.9377593360996	482
Pesto and Tangy Tomato Whirls with Hints of Garlic	All Purpose Flour, Sugar, Baking powder, Salt, Water, Milk, Basil leaves, Garlic, Extra Virgin Olive Oil, Black pepper powder, Salt, Tomatoes, Garlic, Onion, Tomato Ketchup, Black pepper powder, Salt, Parsley leaves, Britannia Cheese Block	Italian	Appetizer	Vegetarian	10 M	150 M	4.9463722397476	317
Pissaladiere Recipe - Provencal Onion Tart Recipe	All Purpose Flour, Extra Virgin Olive Oil, Lukewarm Water, Flax seeds, Onions, Tomatoes, Fresh Thyme leaves, Garlic, Salt and Pepper, Extra Virgin Olive Oil, Extra Virgin Olive Oil	French	Appetizer	Vegetarian	15 M	120 M	4.9792387543253	289
Spicy Indian Style Masala Frittata Recipe	Whole Eggs, Onion, Tomato, Green Bell Pepper, Garlic, Green Chillies, Coriander  Leaves, Red Chilli flakes, Cheese, Salt and Pepper, Nutralite Garlic & Oregano Spread	Italian	World Breakfast	Eggetarian	15 M	30 M	4.8386363636364	3080
Asparagus Guacamole Recipe	Asparagus, Tomato, Onion, Coriander  Leaves, Ranch, Lemon juice, Garlic, Salt and Pepper	Mexican	Side Dish	Vegetarian	5 M	10 M	4.8984962406015	266
Baked Cheesy Broccoli Pasta Recipe	Penne pasta, Broccoli, Garlic, Black pepper powder, Italian seasoning, Red Chilli flakes, Mozzarella cheese, Extra Virgin Olive Oil, Salt, Whole Wheat Flour, Milk, Fresh cream, Salt and Pepper, Nutmeg	Italian	Dinner	High Protein Vegetarian	10 M	30 M	4.9110878661088	956
Cheesy Spinach Enchilada Recipe - Vegetarian Mexican Enchiladas	Garlic, Spinach, Britannia Cheese Spread - Mexican Chilli, Extra Virgin Olive Oil, Salt, Extra Virgin Olive Oil, Garlic, Onion, Cumin powder, Red Chilli powder, Sugar, Salt, Tortillas, Britannia Cheezza, Spring Onion Greens	Mexican	Main Course	Vegetarian	20 M	30 M	4.9507575757576	5280
Penne Pasta With Veggies in Tomato Base Recipe	Penne pasta, Extra Virgin Olive Oil, Onion, Green Bell Pepper, Carrot, Green beans, Black olives, Milk, All Purpose Flour, Salt, White pepper powder, Dried oregano, Red Chilli flakes, Rosemary, Cheese	Italian	Dinner	Vegetarian	10 M	40 M	4.8477366255144	729
Penne Pasta Recipe In Roasted Carrot Sauce & Olives	Penne pasta, Tomato, Carrots, Garlic, Extra Virgin Olive Oil, Salt, Red Chilli powder, Red Chilli flakes, Dried oregano, Parmesan cheese, Black olives	Italian	Dinner	Vegetarian	10 M	45 M	4.8740031897927	1254
Spaghetti Pasta Alla Puttanesca Recipe	Spaghetti Pasta, Ginger, Black olives, Capers, Salt, Black pepper powder, Dried oregano, Dried Thyme Leaves, Sunflower Oil, Lukewarm Water, Tomatoes, Onion, Garlic	Italian	Lunch	Vegetarian	20 M	25 M	4.9083769633508	764
Dark Chocolate Pots De Crème Recipe	Dark chocolate, Fresh cream, Caster Sugar, Instant Coffee Powder, Salt, Egg yolks, Vanilla Extract	French	Dessert	Vegetarian	15 M	40 M	4.9098837209302	344
Vanilla Panna Cotta Recipe With Strawberry Coulis	Fresh cream, Milk, Caster Sugar, Gelatin, Water, Vanilla Extract, Strawberries, Sugar, Lemon juice	Italian	Dessert	Non Vegeterian	20 M	120 M	4.8289384719405	1479
Sweet Potato Gnocchi Recipe With Garlic And Herb Butter	Sweet Potatoes, Potatoes, Whole Eggs, Whole Wheat Flour, Salt, Sage, Nutmeg, Salt and Pepper, Salted butter, Garlic, Brown Sugar, Cinnamon Powder, Dried oregano, Chives, Salt, Lemon juice	Italian	Dinner	Vegetarian	15 M	40 M	4.9587628865979	291
Classic Pineapple Upside-Down Cake Recipe	Pineapple, Glazed Cherries, Brown Sugar, Cake Mix, Pineapple juice, Sunflower Oil, Pineapple Essence, Food Color	Italian	Dessert	Vegetarian	15 M	100 M	4.9329949238579	985
French Madeleine Recipe	Whole Eggs, Sugar, All Purpose Flour, Baking powder, Lemon zest, Vanilla Extract, Icing Sugar, Chocolate ganache	French	Snack	Eggetarian	30 M	50 M	4.884693877551	980
Spicy Marinara Sauce Recipe	Tomatoes, Red onion, Garlic, Extra Virgin Olive Oil, Red Chilli flakes, Cumin powder, Red Chilli powder, Dried oregano, Salt	Italian	NA	NA	0 M	20 M	4.9074405522884	3911
Spinach Garlic Bruschetta Recipe With Red Bell Pepper Sauce	Baguette, Garlic, Spinach Leaves, Red Bell pepper, Tomato, Onion, Black pepper powder, Italian seasoning, Fresh cream, Cheddar cheese, Salt	Italian	Appetizer	Vegetarian	10 M	20 M	4.8706624605678	634
Zesty Fish Quiche Recipe Flavored With Cheesy Garlic Mayo	All Purpose Flour, Dried oregano, Salt, Chilled water, Fish fillet, Italian seasoning, Red Chilli flakes, Whole Eggs, Spring Onion, Extra Virgin Olive Oil, Salt, Black pepper powder	French	Appetizer	NA	40 M	60 M	4.9375	832
Penne Pasta Recipe In Spinach Pesto Sauce	Cherry tomatoes, Milk, Salt and Pepper, Spinach, Basil leaves, Garlic, Whole Almonds, Cumin powder, Red Chilli powder, Salt and Pepper	Italian	Dinner	Vegetarian	20 M	30 M	4.8863443596268	2358
Chicken Spaghetti in Tomato Basil Sauce Recipe	Spaghetti Pasta, Chicken breasts, Tomatoes, Garlic, Onion, Extra Virgin Olive Oil, Salt, Sugar, Red Chilli flakes, Rosemary, Tarragon, Coriander  Leaves	Italian	Lunch	Non Vegeterian	10 M	60 M	4.9084712755599	1027
Ratatouille With Fried Eggs Recipe	Whole Eggs, Tomatoes, Garlic, Brinjal, Green zucchini, Red onion, Red Bell pepper, Basil leaves, Bay leaf, Sourdough bread, Red Chilli flakes, Extra Virgin Olive Oil, Black pepper powder, Water, Salt	French	World Breakfast	Eggetarian	10 M	35 M	4.9392971246006	313
Herbed Spaghetti With Cheese Balls In Tomato Basil Sauce	Potatoes, Onion, Green capsicum, Carrot, Corn flour, Mixed Herbs, Salt, Britannia Cheese Cubes, Whole Wheat Bread crumbs, Oil, Extra Virgin Olive Oil, Garlic, Onion, Fresh cream, Basil leaves, Cumin powder, Red Chilli powder, Salt, Sugar, Extra Virgin Olive Oil, Garlic, Spaghetti Pasta, Mixed Herbs, Red Chilli flakes	Italian	Dinner	Vegetarian	10 M	60 M	4.8054681027341	6035
Shredded Chicken Tostadas Recipe	Tortillas, Sunflower Oil, Boneless chicken, Black pepper powder, Salt, Lemon juice, Extra Virgin Olive Oil, Iceberg lettuce, Red Radish, Onion	Mexican	Appetizer	Non Vegeterian	10 M	30 M	4.9672801635992	489
Financiers Recipe - French Almond Tea Cake	All Purpose Flour, Icing Sugar, Salt, Vanilla Extract, Egg whites	French	Snack	NA	20 M	30 M	4.9007383100902	1219
Loaded Breakfast Burrito With Crispy Bacon & Sausage	Tortillas, Chicken sausage, Cheddar cheese, Bacon, Whole Eggs, Milk, Tomato, Onions, Pickled Jalapenos, Coriander  Leaves, Salt, Veeba Chilli Oregano sauce, Lemon juice	Mexican	Brunch	Non Vegeterian	15 M	30 M	4.9651324965132	717
No Yeast Thin Crust Veggie Pizza Recipe	All Purpose Flour, Salt, Baking powder, Extra Virgin Olive Oil, Extra Virgin Olive Oil, Green Bell Pepper, Onion, Tomato, Black olives, Mozzarella cheese, Mozzarella cheese	Italian	Dinner	Vegetarian	10 M	60 M	4.8694684796044	4045
Easy Spaghetti Recipe In Creamy Tomato Sauce  | Vegetarian & Kid Friendly	Carrot, Green Bell Pepper, Dried oregano, Red Chilli flakes, Fresh cream, Salt, Extra Virgin Olive Oil, Tomatoes, Garlic, Onion, Basil leaves, Extra Virgin Olive Oil, Salt and Pepper	Italian	Dinner	Vegetarian	10 M	30 M	4.9076213272279	28827
Chicken Tikka Taco Recipe Topped With Cheesy Garlic Mayo	Hard taco shells	Mexican	Dinner	Non Vegeterian	20 M	0 M	4.9656652360515	699
Spicy Mexican Layered Chilli Rice Recipe	Rajma, Garlic, Cumin powder, Red Chilli powder, Extra Virgin Olive Oil, Salt, Cooked rice, Butter, Garlic, Mixed Herbs, Red Chilli flakes, Salt, Coriander  Leaves	Mexican	Main Course	Vegetarian	740 M	25 M	4.886467308667	3946
How To Cook Pasta | Penne - Spaghetti - Fusilli - Farfalle	NA	Italian	Dinner	Vegetarian	0 M	15 M	4.9133858267717	381
Chicken Meatball Tacos Recipe	Chicken, Green Chilli, Salt, Black pepper powder, Coriander  Leaves, Sunflower Oil, Hard taco shells, Cheddar cheese, Iceberg lettuce, Spring Onion Greens, Coriander  Leaves	Mexican	Appetizer	Non Vegeterian	10 M	35 M	4.919028340081	494
Alfredo Spaghetti with Roasted Mushroom & Broccoli Recipe	Garlic, Button mushrooms, Broccoli, Dried oregano, Red Chilli flakes, Salt and Pepper	Italian	Main Course	Vegetarian	15 M	45 M	4.2706333973129	521
Quick And Easy Chilli Bean Dip Recipe With Chips	Baked beans, Britannia Cheese Spread - Mexican Chilli, Garlic, Spring Onion, Cumin powder, Red Chilli powder, Coriander  Leaves, Salt, Extra Virgin Olive Oil	Mexican	Snack	High Protein Vegetarian	5 M	20 M	4.9023255813953	645
Finger Millet Crepe Recipe with Fruits	Ragi Flour, Whole Wheat Flour, Whole Eggs, Milk, Sunflower Oil, Salt, Sugar, Strawberries, Cinnamon Powder, Lemon juice	French	Dessert	Eggetarian	20 M	10 M	4.9233753637245	1031
Caramelized Onion & Roasted Garlic Pasta Recipe	Spirali pasta, Onion, Garlic, Salt, Whole Black Peppercorns, Extra Virgin Olive Oil, Fresh cream, Mozzarella cheese, Cheddar cheese, Basil leaves	Italian	Dinner	Vegetarian	10 M	25 M	4.8871331828442	443
Mexican Cheesy Chilli Bean Dip Recipe - Refried Bean Dip Recipe	Rajma, Garlic, Cumin powder, Red Chilli powder, Extra Virgin Olive Oil, Green Chilli, Cheddar cheese, Salt	Mexican	Side Dish	Vegetarian	15 M	30 M	4.910284463895	457
Roasted Vegetable Pesto Tart Recipe	Green zucchini, Red Bell pepper, Black olives, Spinach Leaves, Cheese, Whole Egg, Milk, Fresh cream, Salt and Pepper, Cayenne Pepper, Extra Virgin Olive Oil	French	Appetizer	Vegetarian	20 M	20 M	4.8754512635379	1108
Asparagus Broccoli Fettuccine Pasta With Roasted Almonds Recipe	Fettuccine Pasta, Asparagus, Broccoli, Garlic, Extra Virgin Olive Oil, Fresh cream, Butter, Salt and Pepper, Cheddar cheese, Whole Almonds, Cheddar cheese, Basil leaves	Italian	Lunch	Vegetarian	10 M	30 M	4.9264705882353	272
Grilled Quesadillas Recipe With Chilli Mushroom & Corn	Tortillas, Cheese, Butter, Button mushrooms, Sweet corn, Spring Onion, Garlic, Ginger, Green Chillies, Corn flour, Tomato Ketchup, Oil, Salt	Mexican	Appetizer	Vegetarian	20 M	20 M	4.9098360655738	610
Whole Wheat Rosemary Focaccia Bread Recipe	Whole Wheat Flour, Rosemary, Salt, Honey, Extra Virgin Olive Oil	Italian	Side Dish	Vegetarian	180 M	40 M	4.8284753363229	2676
Roasted Tomato & Tortellini Soup Recipe	Tomatoes, Onions, Garlic, Garlic, Whole Wheat Flour, Extra Virgin Olive Oil, Black pepper powder, Ricotta Cheese, Fresh Herbs, Sugar, Salt, Parmesan cheese	Italian	Dinner	Vegetarian	60 M	15 M	4.8815028901734	346
Spicy Arrabbiata Pasta Recipe With Sun Dried Tomatoes	Spaghetti Pasta, Garlic, Tomatoes, Dried oregano, Red Chilli powder, Salt, Extra Virgin Olive Oil, Basil leaves	Italian	Dinner	Vegetarian	10 M	60 M	4.9283246977547	1158
Spinach And Ricotta Dumplings Recipe In Cheese Sauce	Spinach, Ricotta Cheese, Pecorino Romano Cheese, Cumin powder, All Purpose Flour, Garlic, Chives, Lemon zest, Salt and Pepper, Nutmeg, Salt and Pepper, Butter, All Purpose Flour, Milk, Parmesan cheese	Italian	Dinner	Vegetarian	15 M	40 M	4.9233370913191	887
